,Voltage (V),Current (A)
0,0.0,1.511735e-09
1,0.043478260869565216,1.177214e-09
2,0.08695652173913043,4.76826e-09
3,0.13043478260869565,1.696826e-08
4,0.17391304347826086,5.046597e-08
5,0.21739130434782608,1.413033e-07
6,0.2608695652173913,3.903519e-07
7,0.30434782608695654,1.105373e-06
8,0.34782608695652173,3.254288e-06
9,0.3913043478260869,1.016715e-05
10,0.43478260869565216,3.475533e-05
11,0.4782608695652174,0.0001095783
12,0.5217391304347826,0.0002757104
13,0.5652173913043478,0.0005459464
14,0.6086956521739131,0.0008932079
15,0.6521739130434783,0.001292359
16,0.6956521739130435,0.001723679
17,0.7391304347826086,0.002176508
18,0.7826086956521738,0.002645656
19,0.8260869565217391,0.00312538
20,0.8695652173913043,0.003611091
21,0.9130434782608695,0.004106462
22,0.9565217391304348,0.004608437
23,1.0,0.005113853
24,1.0434782608695652,0.005619891
25,1.0869565217391304,0.006132125
26,1.1304347826086956,0.006648284
27,1.1739130434782608,0.007165876
28,1.2173913043478262,0.007687184
29,1.2608695652173914,0.008205064
30,1.3043478260869565,0.008729747
31,1.3478260869565217,0.009254755
32,1.391304347826087,0.009782095
33,1.434782608695652,0.01000006
34,1.4782608695652173,0.01000006
35,1.5217391304347825,0.01000006
36,1.5652173913043477,0.01000006
37,1.608695652173913,0.01000004
38,1.6521739130434783,0.01000004
39,1.6956521739130435,0.01000004
40,1.7391304347826086,0.01000004
41,1.7826086956521738,0.01000004
42,1.826086956521739,0.01000005
43,1.8695652173913042,0.01000006
44,1.9130434782608696,0.01000005
45,1.9565217391304348,0.01000005
46,2.0,0.01000004
47,2.043478260869565,0.01000004
48,2.0869565217391304,0.01000004
49,2.130434782608696,0.01000003
50,2.1739130434782608,0.01000004
51,2.217391304347826,0.01000004
52,2.260869565217391,0.01000004
53,2.3043478260869565,0.01000004
54,2.3478260869565215,0.01000004
55,2.391304347826087,0.01000004
56,2.4347826086956523,0.01000004
57,2.4782608695652173,0.01000003
58,2.5217391304347827,0.01000004
59,2.5652173913043477,0.01000005
60,2.608695652173913,0.01000004
61,2.652173913043478,0.01000004
62,2.6956521739130435,0.01000004
63,2.7391304347826084,0.01000003
64,2.782608695652174,0.01000004
65,2.8260869565217392,0.01000003
66,2.869565217391304,0.01000003
67,2.9130434782608696,0.01000003
68,2.9565217391304346,0.01000002
69,3.0,0.01000002
